epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.515279233455658,0.6952304244041443,0.5068807601928711,0.465753436088562,0.526627242565155,0.6859240531921387,0.5379310250282288,0.4615384638309479
1,0.5447840094566345,0.682809591293335,0.5536437034606934,0.5763962268829346,0.5739644765853882,0.678145170211792,0.6333333253860474,0.4497041404247284
2,0.5763962268829346,0.6747320294380188,0.5841584205627441,0.559536337852478,0.5621301531791687,0.6745061874389648,0.5600000023841858,0.5798816680908203
3,0.6522655487060547,0.6669808626174927,0.6396303772926331,0.6564804911613464,0.639053225517273,0.6697257161140442,0.6402877569198608,0.526627242565155
4,0.6027397513389587,0.6643468737602234,0.6052631735801697,0.6059009432792664,0.5443786978721619,0.6709608435630798,0.5548780560493469,0.5384615659713745
5,0.6227607727050781,0.6577578186988831,0.6213080286979675,0.6206533312797546,0.639053225517273,0.6627253890037537,0.6411764621734619,0.6449704170227051
6,0.6132771372795105,0.6579822897911072,0.6095534563064575,0.6185458302497864,0.5443786978721619,0.6668248772621155,0.538922131061554,0.5325443744659424
7,0.6585879921913147,0.6476799249649048,0.6614255905151367,0.6649104356765747,0.6508875489234924,0.6560893058776855,0.6582278609275818,0.6153846383094788
8,0.6385669112205505,0.6480705738067627,0.6412134170532227,0.6459431052207947,0.639053225517273,0.6540946364402771,0.6379310488700867,0.6568047404289246
9,0.6480506062507629,0.6440911889076233,0.6423357725143433,0.6491042971611023,0.6508875489234924,0.6512300968170166,0.6433120965957642,0.5976331233978271
10,0.6575342416763306,0.6358391046524048,0.6621052622795105,0.6628029346466064,0.6568047404289246,0.6483047008514404,0.6551724076271057,0.6745561957359314
11,0.6438356041908264,0.6376383900642395,0.6367388963699341,0.6501580476760864,0.6094674468040466,0.6533389091491699,0.6111111044883728,0.5857987999916077
12,0.6354057192802429,0.6361823678016663,0.6334371566772461,0.6427818536758423,0.5443786978721619,0.6688263416290283,0.538922131061554,0.5325443744659424
13,0.6649104356765747,0.6299649477005005,0.6611399054527283,0.6722866296768188,0.6153846383094788,0.6507918238639832,0.6158536672592163,0.5976331233978271
14,0.6659641861915588,0.6299006342887878,0.6611053347587585,0.6680716276168823,0.6331360936164856,0.6430246233940125,0.6352941393852234,0.639053225517273
15,0.654373049736023,0.6283377408981323,0.653082549571991,0.6585879921913147,0.5443786978721619,0.6578980684280396,0.5548780560493469,0.5384615659713745
16,0.6786090731620789,0.616992175579071,0.6796218752861023,0.6817702651023865,0.6094674468040466,0.6475493311882019,0.6097561120986938,0.5917159914970398
17,0.6585879921913147,0.6186197400093079,0.6528497338294983,0.6638566851615906,0.5443786978721619,0.6596227288246155,0.5548780560493469,0.5384615659713745
18,0.6680716276168823,0.6109839081764221,0.6729758381843567,0.6743940711021423,0.639053225517273,0.636442244052887,0.6484848260879517,0.6331360936164856
19,0.6691253781318665,0.6128290891647339,0.6656378507614136,0.6817702651023865,0.6272189617156982,0.641290545463562,0.6315789222717285,0.639053225517273
20,0.6775553226470947,0.6154240369796753,0.6797454953193665,0.6754478216171265,0.6449704170227051,0.6386233568191528,0.6407185792922974,0.6331360936164856
21,0.6754478216171265,0.6094570159912109,0.6736842393875122,0.6743940711021423,0.6627218723297119,0.6319378614425659,0.6647399067878723,0.6804733872413635
22,0.6838777661323547,0.6096560955047607,0.6821052432060242,0.6828240156173706,0.668639063835144,0.6310120820999146,0.6645161509513855,0.6094674468040466
23,0.6533192992210388,0.6138340830802917,0.6503642201423645,0.6585879921913147,0.6745561957359314,0.6301136016845703,0.6647727489471436,0.692307710647583
24,0.6701791286468506,0.6094821691513062,0.6642411351203918,0.673340380191803,0.5739644765853882,0.6556253433227539,0.5652173757553101,0.5384615659713745
25,0.6817702651023865,0.6048122644424438,0.6801275014877319,0.6743940711021423,0.6331360936164856,0.6332559585571289,0.6331360936164856,0.6331360936164856
26,0.6807165145874023,0.6079051494598389,0.6784968972206116,0.6849315166473389,0.6153846383094788,0.6409857273101807,0.613095223903656,0.6094674468040466
27,0.6902002096176147,0.5973730683326721,0.6900212168693542,0.6849315166473389,0.6804733872413635,0.6266867518424988,0.6744186282157898,0.6863905191421509
28,0.6743940711021423,0.5997534990310669,0.6718587875366211,0.6817702651023865,0.6745561957359314,0.6266261339187622,0.6610169410705566,0.692307710647583
29,0.6712328791618347,0.6052498817443848,0.6663201451301575,0.6754478216171265,0.6804733872413635,0.6265158653259277,0.6745561957359314,0.6745561957359314
30,0.6807165145874023,0.5993565320968628,0.6781970858573914,0.6817702651023865,0.6331360936164856,0.630482017993927,0.639053225517273,0.639053225517273
31,0.6944151520729065,0.5888592004776001,0.6955161690711975,0.7028450965881348,0.6331360936164856,0.628885805606842,0.6385542154312134,0.6272189617156982
32,0.6891464591026306,0.5929144620895386,0.6865828037261963,0.6902002096176147,0.6272189617156982,0.6244103908538818,0.6407185792922974,0.6331360936164856
33,0.6965226531028748,0.5893567800521851,0.6856256723403931,0.698630154132843,0.6272189617156982,0.6248216032981873,0.6428571343421936,0.639053225517273
34,0.6912539601325989,0.5891710519790649,0.6861313581466675,0.6933614611625671,0.6094674468040466,0.6362788081169128,0.6144578456878662,0.6035503149032593
35,0.660695493221283,0.5970737934112549,0.6649214625358582,0.6691253781318665,0.5857987999916077,0.6467823386192322,0.5917159914970398,0.5917159914970398
36,0.6902002096176147,0.5823588967323303,0.6985138058662415,0.6933614611625671,0.6568047404289246,0.620360255241394,0.6518987417221069,0.6094674468040466
37,0.673340380191803,0.5958358645439148,0.6683991551399231,0.6775553226470947,0.668639063835144,0.6206393837928772,0.6666666865348816,0.6627218723297119
38,0.673340380191803,0.5897352695465088,0.6722689270973206,0.6743940711021423,0.6568047404289246,0.6193552017211914,0.652694582939148,0.6449704170227051
39,0.6765015721321106,0.5925338864326477,0.6747368574142456,0.6754478216171265,0.639053225517273,0.6200080513954163,0.648809552192688,0.6449704170227051
40,0.6649104356765747,0.5819445252418518,0.6614583134651184,0.6691253781318665,0.668639063835144,0.619245707988739,0.6573033928871155,0.692307710647583
41,0.685985267162323,0.5834375023841858,0.683106005191803,0.685985267162323,0.6745561957359314,0.6184002757072449,0.6534090638160706,0.6804733872413635
42,0.6912539601325989,0.5880987644195557,0.6886102557182312,0.6944151520729065,0.6508875489234924,0.6168928146362305,0.650306761264801,0.6272189617156982
43,0.6838777661323547,0.5867306590080261,0.6823899149894714,0.685985267162323,0.6449704170227051,0.6160489320755005,0.645348846912384,0.6568047404289246
44,0.6954689025878906,0.5745630860328674,0.6925498247146606,0.6954689025878906,0.6508875489234924,0.6173714399337769,0.6625766754150391,0.639053225517273
45,0.6870390176773071,0.5827414393424988,0.6877636909484863,0.6870390176773071,0.639053225517273,0.6196035146713257,0.648809552192688,0.6449704170227051
46,0.6902002096176147,0.5716984868049622,0.6886792182922363,0.692307710647583,0.639053225517273,0.6170787215232849,0.639053225517273,0.639053225517273
47,0.7028450965881348,0.5744692087173462,0.6997907757759094,0.704952597618103,0.639053225517273,0.617712676525116,0.652694582939148,0.6449704170227051
48,0.6944151520729065,0.5727091431617737,0.6932059526443481,0.6880927085876465,0.668639063835144,0.6132488250732422,0.668749988079071,0.6331360936164856
49,0.7038988471031189,0.5736847519874573,0.7035865187644958,0.7028450965881348,0.6449704170227051,0.6157528758049011,0.6524389982223511,0.6331360936164856
50,0.7133824825286865,0.5696754455566406,0.7099476456642151,0.7144362330436707,0.6508875489234924,0.6139469146728516,0.6545454263687134,0.639053225517273
