epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.5226554274559021,0.6939036846160889,0.5236592888832092,0.5247629284858704,0.5029585957527161,0.6933152079582214,0.5249999761581421,0.4970414340496063
1,0.540569007396698,0.6916869878768921,0.5336898565292358,0.5258166193962097,0.5325443744659424,0.6879512071609497,0.5317919254302979,0.5443786978721619
2,0.6406744122505188,0.6824955940246582,0.6299694180488586,0.6512117981910706,0.5917159914970398,0.6809019446372986,0.5888888835906982,0.6272189617156982
3,0.6638566851615906,0.6719921827316284,0.6582544445991516,0.6596417427062988,0.6508875489234924,0.6691625714302063,0.6549707651138306,0.6627218723297119
4,0.6659641861915588,0.6550000309944153,0.6639004349708557,0.6743940711021423,0.639053225517273,0.6530129909515381,0.6347305178642273,0.6272189617156982
5,0.660695493221283,0.6384256482124329,0.6631578803062439,0.6638566851615906,0.6449704170227051,0.6403383016586304,0.6445783376693726,0.6331360936164856
6,0.6680716276168823,0.6206448674201965,0.6652631759643555,0.6659641861915588,0.6449704170227051,0.6207501292228699,0.6583850979804993,0.6272189617156982
7,0.6975764036178589,0.601322591304779,0.6969376802444458,0.6954689025878906,0.7041420340538025,0.6013144850730896,0.6918604373931885,0.7041420340538025
8,0.7102212905883789,0.5818668603897095,0.7033542990684509,0.7070600390434265,0.7041420340538025,0.5855880975723267,0.7041420340538025,0.7041420340538025
9,0.6944151520729065,0.57042396068573,0.6962962746620178,0.6933614611625671,0.7337278127670288,0.5718103051185608,0.7365269660949707,0.7278106212615967
10,0.7154899835586548,0.5557622909545898,0.7192796468734741,0.7154899835586548,0.715976357460022,0.5592493414878845,0.7142857313156128,0.7100591659545898
11,0.7060063481330872,0.5550360679626465,0.7094379663467407,0.704952597618103,0.7514792680740356,0.5519056916236877,0.7485029697418213,0.7396449446678162
12,0.7091675400733948,0.5429645776748657,0.7108306884765625,0.7123287916183472,0.7278106212615967,0.5418078899383545,0.7278106212615967,0.7278106212615967
13,0.7197049260139465,0.5381674766540527,0.7218683362007141,0.7165437340736389,0.7041420340538025,0.5349435210227966,0.7065868377685547,0.6982248425483704
14,0.7249736785888672,0.532295823097229,0.7282378077507019,0.7228661775588989,0.7100591659545898,0.5265753269195557,0.7083333134651184,0.7041420340538025
15,0.7344573140144348,0.5221133828163147,0.7312961220741272,0.7312961220741272,0.7278106212615967,0.5122774243354797,0.7278106212615967,0.7278106212615967
16,0.7407797574996948,0.5132927894592285,0.740818440914154,0.7439410090446472,0.7810651063919067,0.4969722628593445,0.7810651063919067,0.7810651063919067
17,0.7302423715591431,0.508779764175415,0.7357293963432312,0.7334035634994507,0.7751479148864746,0.4850509464740753,0.7751479148864746,0.7751479148864746
18,0.7397260069847107,0.4999358654022217,0.7423442602157593,0.7407797574996948,0.7869822382926941,0.47666776180267334,0.7745664715766907,0.7928994297981262
19,0.7492097020149231,0.49474036693573,0.7447478771209717,0.7471022009849548,0.8106508851051331,0.46661096811294556,0.8081395626068115,0.8224852085113525
20,0.7576396465301514,0.4717674255371094,0.7586933374404907,0.7586933374404907,0.8461538553237915,0.45485374331474304,0.8461538553237915,0.8461538553237915
21,0.7660695314407349,0.4680454134941101,0.7684210538864136,0.7692307829856873,0.7692307829856873,0.4659492075443268,0.773809552192688,0.7692307829856873
22,0.7702845335006714,0.4535101056098938,0.7710084319114685,0.773445725440979,0.8106508851051331,0.4493904411792755,0.8058823347091675,0.8106508851051331
23,0.7850368618965149,0.4459931254386902,0.7842931747436523,0.7892518639564514,0.7988165616989136,0.44736480712890625,0.7988165616989136,0.7988165616989136
24,0.7829294204711914,0.4441748559474945,0.7845829129219055,0.7829294204711914,0.8461538553237915,0.43111225962638855,0.8461538553237915,0.8461538553237915
25,0.7871443629264832,0.43764060735702515,0.7845829129219055,0.7829294204711914,0.8284023404121399,0.44146835803985596,0.8284023404121399,0.8284023404121399
26,0.8029505014419556,0.4279244542121887,0.8036093711853027,0.7976817488670349,0.8284023404121399,0.45532479882240295,0.8273809552192688,0.8224852085113525
27,0.8082191944122314,0.41789519786834717,0.8096740245819092,0.8113803863525391,0.8461538553237915,0.4363573491573334,0.8452380895614624,0.8402366638183594
28,0.8177028298377991,0.4044327735900879,0.8158730268478394,0.8124341368675232,0.8461538553237915,0.44199275970458984,0.8402366638183594,0.8402366638183594
29,0.8113803863525391,0.4101518392562866,0.8069254755973816,0.8103266358375549,0.8461538553237915,0.4434433877468109,0.8461538553237915,0.8461538553237915
30,0.8113803863525391,0.40315985679626465,0.8115789294242859,0.8124341368675232,0.8402366638183594,0.4430674612522125,0.8402366638183594,0.8402366638183594
31,0.8145416378974915,0.3950643837451935,0.8145416378974915,0.8145416378974915,0.857988178730011,0.44572770595550537,0.8529411554336548,0.857988178730011
32,0.8261327743530273,0.3968307375907898,0.8248944878578186,0.8240252733230591,0.8520709872245789,0.449256032705307,0.8529411554336548,0.857988178730011
33,0.822971522808075,0.3939494788646698,0.8207547068595886,0.8250790238380432,0.8461538553237915,0.4502166211605072,0.8461538553237915,0.8461538553237915
34,0.8219178318977356,0.4000926613807678,0.8236536383628845,0.8219178318977356,0.8402366638183594,0.45867449045181274,0.8402366638183594,0.8402366638183594
35,0.8282402753829956,0.3916640877723694,0.8250790238380432,0.8250790238380432,0.8402366638183594,0.45611363649368286,0.841176450252533,0.8461538553237915
36,0.8208640813827515,0.39405393600463867,0.8217299580574036,0.8208640813827515,0.7869822382926941,0.4936375319957733,0.7869822382926941,0.7869822382926941
37,0.8250790238380432,0.39611342549324036,0.822665274143219,0.8261327743530273,0.8284023404121399,0.4509821832180023,0.8284023404121399,0.8284023404121399
38,0.8250790238380432,0.37868809700012207,0.8299894332885742,0.8282402753829956,0.834319531917572,0.4776271879673004,0.832335352897644,0.8224852085113525
39,0.829293966293335,0.3800056278705597,0.827368438243866,0.8282402753829956,0.8402366638183594,0.4513263702392578,0.8402366638183594,0.8402366638183594
40,0.8398314118385315,0.3667091727256775,0.8410526514053345,0.841938853263855,0.8520709872245789,0.4497603476047516,0.8520709872245789,0.8520709872245789
41,0.8387776613235474,0.36795487999916077,0.8368421196937561,0.8377239108085632,0.8047337532043457,0.5005584359169006,0.8047337532043457,0.8047337532043457
42,0.8408851623535156,0.3676205277442932,0.8401682376861572,0.841938853263855,0.8520709872245789,0.44775304198265076,0.8571428656578064,0.8520709872245789
43,0.8366701602935791,0.3629515469074249,0.8366701602935791,0.8366701602935791,0.834319531917572,0.45793992280960083,0.834319531917572,0.834319531917572
